# gene-model: GENCODE v36
gene_id	gene_name	gene_type	unstranded	stranded_first	stranded_second	tpm_unstranded	fpkm_unstranded	fpkm_uq_unstranded
ENSG00000212598.2	U3	snoRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000212599.1	RNU6-279P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000212601.1	RNA5SP53	rRNA_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000212604.1	AC044913.1	snoRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000212605.1	RNU1-56P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000212607.1	SNORA3B	snoRNA	5	1	4	1.8397	0.7396	0.7618
ENSG00000212608.1	AC112218.1	snoRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000212609.1	RNU1-139P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000212610.2	U3	snoRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000212611.1	SNORD30	snoRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000212612.1	RNU6-1239P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000212615.1	SNORD58	snoRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000212618.1	AC090286.2	snoRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000212620.1	SNORA75	snoRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000212623.1	RNU6-493P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000212624.1	AL050343.1	snoRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000212625.1	RNA5SP397	rRNA_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000212626.1	AP005270.1	snoRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000212628.1	RNA5SP241	rRNA_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000212643.3	ZRSR2P1	transcribed_processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000212657.1	KRTAP16-1	protein_coding	0	0	1	0.0000	0.0000	0.0000
ENSG00000212658.1	KRTAP29-1	protein_coding	5	1	5	0.2349	0.0944	0.0973
ENSG00000212659.1	KRTAP9-6	protein_coding	0	0	1	0.0000	0.0000	0.0000
ENSG00000212663.2	AC003035.1	lncRNA	2	0	2	0.1772	0.0712	0.0734
ENSG00000212664.5	AC064799.1	processed_pseudogene	199	44	155	17.2821	6.9480	7.1564
ENSG00000212694.8	LINC01089	lncRNA	106	53	57	1.2365	0.4971	0.5120
ENSG00000212695.5	AL583805.1	processed_pseudogene	14	2	12	1.2708	0.5109	0.5262
ENSG00000212710.5	CTAGE1	protein_coding	10	2	8	0.1116	0.0449	0.0462
ENSG00000212712.2	AP002414.1	processed_pseudogene	3	1	2	0.1261	0.0507	0.0522
ENSG00000212717.3	DEFB117	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000212719.13	LINC02693	lncRNA	1001	523	532	2.7948	1.1236	1.1573
ENSG00000212721.4	KRTAP4-11	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000212722.7	KRTAP4-9	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000212724.3	KRTAP2-3	protein_coding	9	5	4	0.4958	0.1993	0.2053
ENSG00000212725.3	KRTAP2-1	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000212743.2	LINC02656	lncRNA	17	10	7	0.3349	0.1346	0.1387
ENSG00000212747.5	RTL8B	protein_coding	1111	525	590	26.3788	10.6052	10.9232
ENSG00000212766.9	EWSAT1	lncRNA	12	7	5	0.1617	0.0650	0.0670
ENSG00000212769.5	HMGN2P8	processed_pseudogene	4	3	1	0.7194	0.2892	0.2979
ENSG00000212789.4	ST13P5	processed_pseudogene	120	84	36	5.2107	2.0949	2.1577
ENSG00000212802.4	RPL15P3	processed_pseudogene	388	173	215	30.4084	12.2252	12.5919
ENSG00000212807.2	OR2A42	protein_coding	2	0	2	0.0195	0.0078	0.0081
ENSG00000212829.8	RPS26P3	processed_pseudogene	29	17	12	4.0166	1.6148	1.6632
ENSG00000212855.5	TTTY2	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000212856.6	TTTY2B	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000212864.3	RNF208	protein_coding	62	41	21	2.5985	1.0447	1.0760
ENSG00000212899.3	KRTAP3-3	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000212900.3	KRTAP3-2	protein_coding	3	2	1	0.2025	0.0814	0.0839
ENSG00000212901.4	KRTAP3-1	protein_coding	8	4	4	0.5218	0.2098	0.2161
ENSG00000212907.2	MT-ND4L	protein_coding	25769	12592	13180	4181.9423	1681.2849	1731.7065
ENSG00000212916.4	MAP10	protein_coding	327	165	162	4.4827	1.8022	1.8562
ENSG00000212930.3	AC093281.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000212932.3	RPL23AP4	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000212933.1	KRTAP12-4	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000212935.2	KRTAP10-3	protein_coding	1	0	1	0.0479	0.0193	0.0198
ENSG00000212938.3	KRTAP6-3	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000212939.2	Z97192.1	lncRNA	4	1	4	0.0495	0.0199	0.0205
ENSG00000212951.5	BX005266.1	unprocessed_pseudogene	0	3	3	0.0000	0.0000	0.0000
ENSG00000212952.6	BX088651.1	processed_pseudogene	0	9	8	0.0000	0.0000	0.0000
ENSG00000212961.4	HNRNPA1P40	processed_pseudogene	3	1	3	0.1131	0.0455	0.0469
ENSG00000212978.6	AC016747.1	lncRNA	210	93	117	3.2556	1.3089	1.3481
ENSG00000212989.3	AC124293.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000212993.5	POU5F1B	protein_coding	16	7	9	0.1554	0.0625	0.0643
ENSG00000212994.5	RPS26P6	processed_pseudogene	26	25	1	3.6011	1.4478	1.4912
ENSG00000213003.3	BTF3P12	processed_pseudogene	6	2	4	0.6166	0.2479	0.2553
ENSG00000213005.3	PTTG3P	processed_pseudogene	3	3	0	0.2386	0.0959	0.0988
ENSG00000213013.4	RPS15AP36	processed_pseudogene	1	1	0	0.1262	0.0507	0.0522
ENSG00000213014.3	VN2R17P	processed_pseudogene	6	3	3	0.3476	0.1397	0.1439
ENSG00000213015.9	ZNF580	protein_coding	699	365	335	12.9382	5.2016	5.3576
ENSG00000213016.3	AC245036.1	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213018.2	PABPN1P1	processed_pseudogene	11	3	9	1.2273	0.4934	0.5082
ENSG00000213020.10	ZNF611	protein_coding	431	221	211	2.9062	1.1684	1.2034
ENSG00000213022.6	KLK9	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000213023.11	SYT3	protein_coding	66	29	38	0.8276	0.3327	0.3427
ENSG00000213024.12	NUP62	protein_coding	4117	2091	2192	32.9626	13.2521	13.6495
ENSG00000213025.2	COX20P1	processed_pseudogene	6	4	2	0.8101	0.3257	0.3354
ENSG00000213026.4	CFL1P4	processed_pseudogene	5	5	0	0.4839	0.1946	0.2004
ENSG00000213028.3	AL354983.1	processed_pseudogene	2	0	2	0.1064	0.0428	0.0441
ENSG00000213030.5	CGB8	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000213032.3	NDUFA3P3	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213033.4	AURKAP1	transcribed_processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213035.4	RPL23AP80	processed_pseudogene	0	0	1	0.0000	0.0000	0.0000
ENSG00000213036.3	AL445305.1	processed_pseudogene	10	1	9	0.8382	0.3370	0.3471
ENSG00000213041.4	AC093422.1	processed_pseudogene	4	2	2	0.3493	0.1404	0.1446
ENSG00000213045.3	AC097065.1	processed_pseudogene	2	0	4	0.1865	0.0750	0.0772
ENSG00000213046.4	EEF1A1P32	unprocessed_pseudogene	1	3	0	0.0358	0.0144	0.0148
ENSG00000213047.13	DENND1B	protein_coding	924	440	505	3.3732	1.3561	1.3968
ENSG00000213048.3	OR5S1P	unitary_pseudogene	3	3	0	0.1520	0.0611	0.0630
ENSG00000213049.3	HNRNPA1P34	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213050.5	TPM3P1	processed_pseudogene	8	6	2	0.5162	0.2075	0.2137
ENSG00000213051.3	RPL5P5	processed_pseudogene	30	4	26	1.6192	0.6510	0.6705
ENSG00000213055.3	EEF1B2P7	processed_pseudogene	2	1	1	0.1426	0.0573	0.0590
ENSG00000213057.5	C1orf220	lncRNA	3	3	0	0.0521	0.0209	0.0216
ENSG00000213058.3	AL365357.1	processed_pseudogene	3	3	0	0.4050	0.1628	0.1677
ENSG00000213060.4	AL031864.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213061.2	PFN1P11	processed_pseudogene	1	2	0	0.1239	0.0498	0.0513
ENSG00000213062.5	Z99572.1	lncRNA	153	72	81	0.5227	0.2102	0.2165
ENSG00000213063.3	RPL29P7	processed_pseudogene	3	0	3	0.3164	0.1272	0.1310
ENSG00000213064.10	SFT2D2	protein_coding	5131	2684	2696	22.0476	8.8639	9.1297
ENSG00000213065.2	AL009178.1	processed_pseudogene	1	0	1	0.0324	0.0130	0.0134
ENSG00000213066.13	CEP43	protein_coding	518	252	267	1.5716	0.6319	0.6508
ENSG00000213067.2	AC092447.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213068.3	AL451050.1	processed_pseudogene	1	1	0	0.1161	0.0467	0.0481
ENSG00000213069.3	KRT8P40	processed_pseudogene	1	1	0	0.0856	0.0344	0.0355
ENSG00000213070.3	HMGB3P6	processed_pseudogene	25	15	10	2.0150	0.8101	0.8344
ENSG00000213071.11	LPAL2	transcribed_unprocessed_pseudogene	23	12	12	0.2334	0.0938	0.0967
ENSG00000213073.5	CHP1P2	transcribed_processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213075.7	RPL31P11	transcribed_processed_pseudogene	5	3	2	0.1547	0.0622	0.0641
ENSG00000213076.3	AL627422.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213078.3	AL390955.1	processed_pseudogene	1	0	1	0.0516	0.0207	0.0214
ENSG00000213079.10	SCAF8	protein_coding	1802	914	888	16.0012	6.4330	6.6259
ENSG00000213080.3	AL354714.2	processed_pseudogene	83	39	44	3.6468	1.4661	1.5101
ENSG00000213081.3	ARPC1BP1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213082.3	PPP1R14BP2	processed_pseudogene	28	16	12	3.0396	1.2220	1.2587
ENSG00000213083.3	VPS26CP1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213085.10	CFAP45	protein_coding	2062	1008	1057	37.8325	15.2100	15.6661
ENSG00000213087.3	AL356535.1	processed_pseudogene	55	16	39	6.6606	2.6778	2.7581
ENSG00000213088.12	ACKR1	protein_coding	855	447	408	19.5679	7.8670	8.1029
ENSG00000213089.4	PDCL3P5	processed_pseudogene	25	11	14	1.6689	0.6710	0.6911
ENSG00000213090.2	SCYL2P1	processed_pseudogene	9	2	7	0.1569	0.0631	0.0650
ENSG00000213091.2	PHBP1	processed_pseudogene	3	0	3	0.1790	0.0719	0.0741
ENSG00000213096.11	ZNF254	protein_coding	426	202	224	2.6985	1.0849	1.1174
ENSG00000213100.2	KRT18P68	processed_pseudogene	6	2	5	0.2892	0.1163	0.1198
ENSG00000213104.3	NPM1P46	processed_pseudogene	36	5	31	2.0060	0.8065	0.8307
ENSG00000213107.2	AHCYP5	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213108.3	BTF3L4P3	processed_pseudogene	8	2	6	0.8101	0.3257	0.3354
ENSG00000213109.4	AL365223.1	transcribed_processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213110.2	RNF11P1	processed_pseudogene	1	1	0	0.1095	0.0440	0.0454
ENSG00000213111.5	COX5BP2	transcribed_processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213113.3	TUBB8P8	unprocessed_pseudogene	2	0	2	0.0911	0.0366	0.0377
ENSG00000213115.2	AC104131.1	processed_pseudogene	0	0	1	0.0000	0.0000	0.0000
ENSG00000213117.4	MEMO1P2	processed_pseudogene	12	11	1	0.6528	0.2625	0.2703
ENSG00000213118.4	CHCHD2P4	processed_pseudogene	3	2	1	0.3332	0.1339	0.1380
ENSG00000213120.3	LIN28AP1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213121.2	AL590867.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000213122.4	RPL23AP46	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213123.11	TCTEX1D2	protein_coding	67	29	38	2.5918	1.0420	1.0732
ENSG00000213126.2	TXNL4AP1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213128.3	RPL32P31	processed_pseudogene	4	1	3	0.4784	0.1923	0.1981
ENSG00000213130.3	EEF1DP5	processed_pseudogene	1	1	0	0.0624	0.0251	0.0259
ENSG00000213131.3	YWHAZP4	processed_pseudogene	216	137	79	14.7047	5.9118	6.0891
ENSG00000213133.4	PPP1R14BP5	processed_pseudogene	1	0	1	0.1108	0.0445	0.0459
ENSG00000213137.3	ARF1P2	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213139.8	CRYGS	protein_coding	52	33	20	1.2050	0.4844	0.4990
ENSG00000213140.3	ELK2AP	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213144.2	AC084880.1	processed_pseudogene	90	54	36	7.9594	3.2000	3.2959
ENSG00000213145.10	CRIP1	protein_coding	80	43	66	1.5517	0.6238	0.6425
ENSG00000213147.3	RPL23AP60	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213148.3	JPT1P1	processed_pseudogene	6	4	2	0.6233	0.2506	0.2581
ENSG00000213149.3	CNN2P9	processed_pseudogene	12	8	4	0.6363	0.2558	0.2635
ENSG00000213150.2	AL512430.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213152.5	RPL7AP60	processed_pseudogene	3	1	2	0.1821	0.0732	0.0754
ENSG00000213153.3	AP001979.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213155.4	AC007547.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213157.3	AC108734.1	processed_pseudogene	1	0	1	0.1208	0.0486	0.0500
ENSG00000213158.6	GAPDHP36	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213159.4	CEND1P1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213160.10	KLHL23	protein_coding	785	383	402	6.8631	2.7592	2.8419
ENSG00000213167.3	Metazoa_SRP	misc_RNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000213169.3	AC069218.1	processed_pseudogene	57	50	7	3.6054	1.4495	1.4930
ENSG00000213170.3	SAR1AP2	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213171.3	LINGO4	protein_coding	6	2	5	0.1094	0.0440	0.0453
ENSG00000213172.3	AL031985.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213174.3	AC026316.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213176.4	RPL13P6	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213177.3	PRDX2P4	processed_pseudogene	4	2	2	0.3213	0.1292	0.1331
ENSG00000213178.3	RPL22P1	processed_pseudogene	340	121	220	39.9698	16.0692	16.5512
ENSG00000213179.4	RPL17P41	processed_pseudogene	3	2	1	0.2673	0.1075	0.1107
ENSG00000213180.4	RPL36AP48	processed_pseudogene	3	3	0	0.4605	0.1851	0.1907
ENSG00000213181.3	OR10N1P	transcribed_unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213182.4	OR10D5P	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213183.3	RPS7P8	processed_pseudogene	2	1	1	0.1659	0.0667	0.0687
ENSG00000213184.3	AP003040.1	processed_pseudogene	6	2	5	0.2824	0.1135	0.1169
ENSG00000213185.7	FAM24B	protein_coding	29	10	20	1.1876	0.4774	0.4918
ENSG00000213186.8	TRIM59	protein_coding	312	1071	1094	1.9225	0.7729	0.7961
ENSG00000213187.3	COPS5P1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213188.3	YBX1P4	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213189.5	BTF3L4P2	processed_pseudogene	155	77	78	21.5920	8.6807	8.9411
ENSG00000213190.4	MLLT11	protein_coding	393	292	317	7.6287	3.0670	3.1590
ENSG00000213194.3	CDK7P1	processed_pseudogene	14	3	11	0.9737	0.3915	0.4032
ENSG00000213197.3	NUDCP1	processed_pseudogene	4	1	3	0.2778	0.1117	0.1150
ENSG00000213199.8	ASIC3	protein_coding	20	11	9	0.3508	0.1410	0.1453
ENSG00000213201.3	FABP5P10	processed_pseudogene	1	0	2	0.1181	0.0475	0.0489
ENSG00000213203.3	GIMAP1	protein_coding	225	103	122	2.2607	0.9089	0.9362
ENSG00000213204.8	AL049697.1	protein_coding	11	6	5	0.1502	0.0604	0.0622
ENSG00000213205.3	STRADBP1	processed_pseudogene	2	1	1	0.0753	0.0303	0.0312
ENSG00000213209.2	AC005229.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213210.4	AC005229.2	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213211.2	KRT18P64	processed_pseudogene	1	0	1	0.0395	0.0159	0.0164
ENSG00000213212.3	NCLP1	processed_pseudogene	3	0	3	0.0737	0.0296	0.0305
ENSG00000213213.14	CCDC183	protein_coding	13	8	11	0.2105	0.0846	0.0872
ENSG00000213214.5	ARHGEF35	protein_coding	290	141	158	5.3575	2.1539	2.2185
ENSG00000213215.5	OR2F1	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000213216.2	AC007066.1	processed_pseudogene	1	0	1	0.1265	0.0509	0.0524
ENSG00000213218.11	CSH2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000213221.5	DNLZ	protein_coding	1	8	6	0.0156	0.0063	0.0064
ENSG00000213222.3	TOMM40P4	processed_pseudogene	98	39	62	4.5993	1.8491	1.9045
ENSG00000213225.7	NOC2LP1	transcribed_processed_pseudogene	33	25	8	0.5831	0.2344	0.2414
ENSG00000213226.4	AC242426.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213228.5	RPL12P38	transcribed_processed_pseudogene	28	7	22	0.5820	0.2340	0.2410
ENSG00000213231.13	TCL1B	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000213232.2	PPP1R2P10	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213233.5	RPL23AP62	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213234.4	ST13P10	processed_pseudogene	6	2	4	0.2673	0.1075	0.1107
ENSG00000213235.3	EEF1A1P16	processed_pseudogene	102	79	23	3.4769	1.3978	1.4397
ENSG00000213236.3	YWHAZP2	processed_pseudogene	143	55	88	9.4676	3.8063	3.9205
ENSG00000213237.4	PTMAP10	processed_pseudogene	22	10	13	3.2230	1.2958	1.3346
ENSG00000213238.6	AC008155.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213239.3	NPM1P32	processed_pseudogene	7	3	4	0.5586	0.2246	0.2313
ENSG00000213244.3	H3P4	unprocessed_pseudogene	3	3	3	0.3476	0.1397	0.1439
ENSG00000213246.7	SUPT4H1	protein_coding	0	24	22	0.0000	0.0000	0.0000
ENSG00000213247.3	AL355863.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213250.5	RBMS2P1	processed_pseudogene	57	23	34	2.2409	0.9009	0.9279
ENSG00000213252.3	AP001282.1	processed_pseudogene	26	6	20	0.8360	0.3361	0.3462
ENSG00000213253.5	RPL12P42	processed_pseudogene	3	2	2	0.2898	0.1165	0.1200
ENSG00000213260.3	YWHAZP5	processed_pseudogene	280	162	118	18.4872	7.4325	7.6554
ENSG00000213261.3	EEF1B2P6	processed_pseudogene	131	20	111	9.3820	3.7719	3.8850
ENSG00000213262.3	VDAC2P3	processed_pseudogene	10	4	6	0.5821	0.2340	0.2410
ENSG00000213264.3	NIP7P2	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213265.9	TSGA13	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000213269.2	RPS6P26	processed_pseudogene	1	0	1	0.0633	0.0255	0.0262
ENSG00000213270.5	RPL6P25	processed_pseudogene	2	2	0	0.1121	0.0451	0.0464
ENSG00000213272.5	RPL7AP9	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213275.2	IFITM9P	processed_pseudogene	25	11	14	3.0429	1.2233	1.2600
ENSG00000213277.3	MARCKSL1P1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213279.2	Z97192.2	lncRNA	8	3	5	0.1621	0.0652	0.0671
ENSG00000213280.2	AC090114.1	processed_pseudogene	148	29	119	15.9228	6.4015	6.5935
ENSG00000213281.5	NRAS	protein_coding	6546	3312	3234	72.9334	29.3217	30.2011
ENSG00000213285.4	RPL23AP45	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213287.3	AP001102.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213290.4	PGK1P2	processed_pseudogene	18	7	11	0.7146	0.2873	0.2959
ENSG00000213291.3	AC010099.1	processed_pseudogene	2	0	2	0.2571	0.1033	0.1064
ENSG00000213293.4	AC012618.1	processed_pseudogene	9	3	6	1.0529	0.4233	0.4360
ENSG00000213295.3	RPL22P10	processed_pseudogene	1	1	0	0.1292	0.0520	0.0535
ENSG00000213296.4	AC005521.1	processed_pseudogene	1	0	1	0.0553	0.0222	0.0229
ENSG00000213297.8	ZNF625-ZNF20	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000213300.5	HNRNPA3P6	processed_pseudogene	366	222	144	17.5356	7.0499	7.2613
ENSG00000213301.2	HMGB3P11	processed_pseudogene	1	1	0	0.0798	0.0321	0.0330
ENSG00000213302.3	AC015983.1	processed_pseudogene	1	0	1	0.1292	0.0520	0.0535
ENSG00000213303.3	AC008481.1	processed_pseudogene	108	69	39	13.1451	5.2848	5.4433
ENSG00000213304.3	AC008481.2	processed_pseudogene	6	3	3	0.5446	0.2190	0.2255
ENSG00000213305.3	HNRNPCP6	processed_pseudogene	7	1	6	0.3874	0.1557	0.1604
ENSG00000213307.4	RPL18P11	processed_pseudogene	3	0	4	0.2728	0.1097	0.1130
ENSG00000213309.3	RPL9P18	processed_pseudogene	17	6	11	1.5316	0.6157	0.6342
ENSG00000213310.3	CYCSP19	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213312.3	RPL7AP34	processed_pseudogene	13	2	11	0.7823	0.3145	0.3239
ENSG00000213315.5	AL122020.1	processed_pseudogene	63	28	35	6.6155	2.6597	2.7394
ENSG00000213316.10	LTC4S	protein_coding	74	43	32	2.9922	1.2030	1.2390
ENSG00000213318.4	AC009078.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213326.4	RPS7P11	processed_pseudogene	433	129	304	35.6145	14.3183	14.7477
ENSG00000213328.3	AC104117.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213331.4	AC108073.1	processed_pseudogene	6	1	5	0.4291	0.1725	0.1777
ENSG00000213332.4	SLC25A5P6	processed_pseudogene	7	1	6	0.3808	0.1531	0.1577
ENSG00000213333.3	NPM1P50	transcribed_processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213335.4	CLNS1AP1	processed_pseudogene	1	0	1	0.0707	0.0284	0.0293
ENSG00000213337.9	ANKRD39	protein_coding	192	86	107	1.7640	0.7092	0.7305
ENSG00000213338.3	ATF4P1	processed_pseudogene	1	1	2	0.0449	0.0181	0.0186
ENSG00000213339.9	QTRT1	protein_coding	1181	568	615	16.5956	6.6720	6.8721
ENSG00000213341.11	CHUK	protein_coding	2020	1057	972	14.1043	5.6704	5.8405
ENSG00000213343.5	RPL21P18	processed_pseudogene	6	4	2	0.6025	0.2422	0.2495
ENSG00000213344.2	PCNPP3	processed_pseudogene	9	1	8	0.9210	0.3703	0.3814
ENSG00000213347.10	MXD3	protein_coding	69	1539	1463	0.6453	0.2594	0.2672
ENSG00000213352.3	GAPDHP44	processed_pseudogene	30	14	19	1.4359	0.5773	0.5946
ENSG00000213355.3	CNN2P8	processed_pseudogene	1	0	1	0.0528	0.0212	0.0219
ENSG00000213358.3	AC092933.1	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213361.2	AC004884.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213362.3	FTH1P12	processed_pseudogene	70	46	24	6.1233	2.4618	2.5356
ENSG00000213363.4	RPS3P6	processed_pseudogene	5	1	4	0.3983	0.1601	0.1649
ENSG00000213365.3	AP000593.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213366.13	GSTM2	protein_coding	109	55	54	0.5763	0.2317	0.2386
ENSG00000213368.3	ST13P11	processed_pseudogene	3	2	1	0.2008	0.0807	0.0832
ENSG00000213370.3	RANP6	processed_pseudogene	23	2	21	1.7214	0.6921	0.7128
ENSG00000213371.4	NAP1L1P3	processed_pseudogene	43	27	16	2.3552	0.9469	0.9753
ENSG00000213373.7	LINC00671	lncRNA	17	6	11	0.3781	0.1520	0.1566
ENSG00000213376.4	GAPDHP71	processed_pseudogene	47	34	13	2.2586	0.9080	0.9353
ENSG00000213380.16	COG8	protein_coding	323	1247	1150	1.9830	0.7972	0.8211
ENSG00000213383.2	AC104297.1	processed_pseudogene	10	4	6	0.5540	0.2227	0.2294
ENSG00000213384.2	EIF4E2P1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213385.3	AC105052.2	processed_pseudogene	7	4	3	0.4249	0.1708	0.1760
ENSG00000213386.3	AC022217.1	processed_pseudogene	0	2	3	0.0000	0.0000	0.0000
ENSG00000213390.11	ARHGAP19	protein_coding	736	354	382	5.7523	2.3126	2.3820
ENSG00000213393.5	AC091980.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213394.3	RPSAP46	processed_pseudogene	6	3	3	0.3279	0.1318	0.1358
ENSG00000213397.10	HAUS7	protein_coding	13	6	7	0.1579	0.0635	0.0654
ENSG00000213398.8	LCAT	protein_coding	284	146	139	5.2147	2.0965	2.1593
ENSG00000213399.3	RPS2P17	processed_pseudogene	71	62	9	4.3154	1.7349	1.7870
ENSG00000213400.3	RPL12P18	processed_pseudogene	1	1	0	0.1483	0.0596	0.0614
ENSG00000213401.10	MAGEA12	protein_coding	2	2	0	0.0491	0.0197	0.0203
ENSG00000213402.3	PTPRCAP	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000213403.2	CISD1P1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000213406.3	ANXA2P1	processed_pseudogene	52	14	38	2.7066	1.0882	1.1208
ENSG00000213409.4	C1QBPP2	processed_pseudogene	4	6	12	0.2337	0.0940	0.0968
