# gene-model: GENCODE v36
gene_id	gene_name	gene_type	unstranded	stranded_first	stranded_second	tpm_unstranded	fpkm_unstranded	fpkm_uq_unstranded
ENSG00000147123.11	NDUFB11	protein_coding	3234	1543	1692	163.7344	65.8269	67.8010
ENSG00000147124.12	ZNF41	protein_coding	557	268	290	5.6118	2.2561	2.3238
ENSG00000147127.8	RAB41	protein_coding	26	13	15	0.9324	0.3749	0.3861
ENSG00000147130.14	ZMYM3	protein_coding	1828	897	939	12.7397	5.1218	5.2754
ENSG00000147133.16	TAF1	protein_coding	1875	939	940	8.3408	3.3533	3.4539
ENSG00000147138.3	GPR174	protein_coding	106	53	53	0.9299	0.3739	0.3851
ENSG00000147140.17	NONO	protein_coding	22113	11551	10570	94.9761	38.1837	39.3288
ENSG00000147144.13	CCDC120	protein_coding	1134	556	580	10.2778	4.1320	4.2560
ENSG00000147145.12	LPAR4	protein_coding	16	9	7	0.2477	0.0996	0.1026
ENSG00000147155.11	EBP	protein_coding	1027	494	533	27.9979	11.2561	11.5937
ENSG00000147160.9	AWAT2	protein_coding	13	9	4	0.2554	0.1027	0.1058
ENSG00000147162.14	OGT	protein_coding	4069	2081	1992	20.0410	8.0572	8.2988
ENSG00000147164.12	SNX12	protein_coding	4595	2315	2280	85.3464	34.3122	35.3412
ENSG00000147166.11	ITGB1BP2	protein_coding	26	18	8	0.5735	0.2306	0.2375
ENSG00000147168.13	IL2RG	protein_coding	456	217	239	7.9633	3.2015	3.2975
ENSG00000147174.11	GCNA	protein_coding	40	19	21	0.5324	0.2141	0.2205
ENSG00000147180.17	ZNF711	protein_coding	158	85	73	1.5095	0.6069	0.6251
ENSG00000147183.10	CPXCR1	protein_coding	15	8	7	0.4435	0.1783	0.1837
ENSG00000147202.18	DIAPH2	protein_coding	773	429	376	3.9013	1.5685	1.6155
ENSG00000147206.17	NXF3	protein_coding	39	18	21	0.5304	0.2132	0.2196
ENSG00000147223.6	RIPPLY1	protein_coding	2	3	2	0.0806	0.0324	0.0334
ENSG00000147224.13	PRPS1	protein_coding	3027	1517	1510	43.0378	17.3027	17.8216
ENSG00000147231.14	RADX	protein_coding	206	104	102	2.0472	0.8230	0.8477
ENSG00000147234.10	FRMPD3	protein_coding	34	16	18	0.1789	0.0719	0.0741
ENSG00000147246.10	HTR2C	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000147251.15	DOCK11	protein_coding	1002	470	532	7.1857	2.8889	2.9755
ENSG00000147255.19	IGSF1	protein_coding	16	7	9	0.1018	0.0409	0.0422
ENSG00000147256.12	ARHGAP36	protein_coding	1	1	1	0.0157	0.0063	0.0065
ENSG00000147257.15	GPC3	protein_coding	3623	1826	1797	60.8448	24.4617	25.1953
ENSG00000147262.4	GPR119	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000147274.14	RBMX	protein_coding	7399	3688	3724	60.6296	24.3752	25.1062
ENSG00000147316.13	MCPH1	protein_coding	1073	604	642	5.2908	2.1271	2.1909
ENSG00000147324.11	MFHAS1	protein_coding	2642	1341	1302	18.5413	7.4542	7.6778
ENSG00000147364.17	FBXO25	protein_coding	1068	578	694	4.5005	1.8093	1.8636
ENSG00000147378.11	FATE1	protein_coding	11	5	6	0.4946	0.1988	0.2048
ENSG00000147381.11	MAGEA4	protein_coding	3	1	2	0.0469	0.0189	0.0194
ENSG00000147383.11	NSDHL	protein_coding	1490	816	675	35.9801	14.4652	14.8991
ENSG00000147394.18	ZNF185	protein_coding	1536	745	791	15.3852	6.1854	6.3709
ENSG00000147400.10	CETN2	protein_coding	8645	4383	4262	220.8157	88.7755	91.4379
ENSG00000147403.18	RPL10	protein_coding	43609	29318	27225	456.7373	183.6241	189.1310
ENSG00000147408.14	CSGALNACT1	protein_coding	1014	511	513	7.4276	2.9862	3.0757
ENSG00000147416.11	ATP6V1B2	protein_coding	5281	2603	2678	32.6457	13.1247	13.5183
ENSG00000147419.19	CCDC25	protein_coding	1996	1119	1144	21.8152	8.7705	9.0335
ENSG00000147421.18	HMBOX1	protein_coding	372	179	193	2.7031	1.0868	1.1194
ENSG00000147432.7	CHRNB3	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000147434.9	CHRNA6	protein_coding	14	6	9	0.2599	0.1045	0.1076
ENSG00000147437.10	GNRH1	protein_coding	20	9	11	0.5465	0.2197	0.2263
ENSG00000147439.13	BIN3	protein_coding	564	635	596	5.3512	2.1514	2.2159
ENSG00000147443.13	DOK2	protein_coding	449	229	220	10.6033	4.2629	4.3907
ENSG00000147454.14	SLC25A37	protein_coding	2109	1014	1095	12.7128	5.1110	5.2643
ENSG00000147457.14	CHMP7	protein_coding	2230	1139	1091	22.8786	9.1980	9.4738
ENSG00000147459.18	DOCK5	protein_coding	1771	872	899	5.3387	2.1463	2.2107
ENSG00000147465.12	STAR	protein_coding	176	141	163	1.9093	0.7676	0.7906
ENSG00000147471.12	PLPBP	protein_coding	6592	3292	3300	92.7129	37.2738	38.3916
ENSG00000147475.17	ERLIN2	protein_coding	7989	4054	4110	44.0775	17.7207	18.2521
ENSG00000147481.17	SNTG1	protein_coding	1	0	1	0.0045	0.0018	0.0019
ENSG00000147485.13	PXDNL	protein_coding	84	45	57	0.7728	0.3107	0.3200
ENSG00000147488.11	ST18	protein_coding	24	8	16	0.0804	0.0323	0.0333
ENSG00000147509.14	RGS20	protein_coding	228	126	104	3.4288	1.3785	1.4198
ENSG00000147526.20	TACC1	protein_coding	10534	5310	5231	40.3695	16.2299	16.7167
ENSG00000147533.17	GOLGA7	protein_coding	858	2127	2134	16.7157	6.7203	6.9218
ENSG00000147535.17	PLPP5	protein_coding	4379	2169	2214	51.4537	20.6861	21.3065
ENSG00000147536.12	GINS4	protein_coding	680	612	575	6.0171	2.4191	2.4916
ENSG00000147548.17	NSD3	protein_coding	7162	4007	4098	22.6435	9.1035	9.3765
ENSG00000147570.10	DNAJC5B	protein_coding	51	27	24	0.6711	0.2698	0.2779
ENSG00000147571.5	CRH	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000147573.17	TRIM55	protein_coding	165	90	75	2.5829	1.0384	1.0696
ENSG00000147576.17	ADHFE1	protein_coding	23	9	14	0.3282	0.1319	0.1359
ENSG00000147586.10	MRPS28	protein_coding	292	149	143	7.7458	3.1141	3.2075
ENSG00000147588.7	PMP2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000147592.9	LACTB2	protein_coding	948	667	725	23.6504	9.5083	9.7934
ENSG00000147596.4	PRDM14	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000147601.15	TERF1	protein_coding	1835	933	903	5.6313	2.2640	2.3319
ENSG00000147604.14	RPL7	protein_coding	35194	17237	17962	628.2634	252.5836	260.1585
ENSG00000147606.9	SLC26A7	protein_coding	4	2	2	0.0308	0.0124	0.0128
ENSG00000147613.8	PSKH2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000147614.4	ATP6V0D2	protein_coding	25	21	19	0.4099	0.1648	0.1697
ENSG00000147642.17	SYBU	protein_coding	1024	491	533	7.0217	2.8230	2.9076
ENSG00000147647.13	DPYS	protein_coding	5	0	5	0.0632	0.0254	0.0262
ENSG00000147649.10	MTDH	protein_coding	12953	6610	6343	79.2687	31.8687	32.8245
ENSG00000147650.11	LRP12	protein_coding	1997	965	1032	9.8449	3.9580	4.0767
ENSG00000147654.15	EBAG9	protein_coding	1659	780	879	21.7229	8.7333	8.9953
ENSG00000147655.12	RSPO2	protein_coding	19	11	8	0.2103	0.0845	0.0871
ENSG00000147669.11	POLR2K	protein_coding	4141	2053	2088	119.3016	47.9633	49.4018
ENSG00000147676.14	MAL2	protein_coding	11944	7856	7762	167.4483	67.3200	69.3389
ENSG00000147677.11	EIF3H	protein_coding	12959	6574	6501	97.0795	39.0293	40.1998
ENSG00000147679.12	UTP23	protein_coding	1264	1266	1167	11.6177	4.6707	4.8108
ENSG00000147684.10	NDUFB9	protein_coding	6939	5717	5644	20.1586	8.1045	8.3475
ENSG00000147687.19	TATDN1	protein_coding	1042	2087	2110	10.5113	4.2259	4.3527
ENSG00000147689.16	FAM83A	protein_coding	15442	7884	7911	117.8229	47.3689	48.7894
ENSG00000147697.9	GSDMC	protein_coding	2016	1052	964	36.3929	14.6312	15.0700
ENSG00000147724.12	FAM135B	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000147753.9	TTTY7	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000147761.8	TTTY7B	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000147789.15	ZNF7	protein_coding	746	488	512	3.4923	1.4040	1.4461
ENSG00000147799.11	ARHGAP39	protein_coding	1035	497	540	10.2058	4.1031	4.2261
ENSG00000147804.10	SLC39A4	protein_coding	1527	739	791	14.7731	5.9393	6.1174
ENSG00000147813.16	NAPRT	protein_coding	1197	1368	1447	20.3363	8.1759	8.4211
ENSG00000147852.16	VLDLR	protein_coding	915	836	803	4.6972	1.8884	1.9451
ENSG00000147853.17	AK3	protein_coding	2971	1480	1492	32.5822	13.0992	13.4920
ENSG00000147854.17	UHRF2	protein_coding	1145	582	564	5.5638	2.2369	2.3039
ENSG00000147862.17	NFIB	protein_coding	2899	1418	1481	10.9462	4.4008	4.5327
ENSG00000147869.5	CER1	protein_coding	1	0	1	0.0392	0.0157	0.0162
ENSG00000147872.10	PLIN2	protein_coding	2857	1394	1463	27.4804	11.0481	11.3794
ENSG00000147873.5	IFNA5	protein_coding	2	1	1	0.0977	0.0393	0.0404
ENSG00000147874.11	HAUS6	protein_coding	946	494	452	5.9070	2.3748	2.4460
ENSG00000147883.12	CDKN2B	protein_coding	2201	1108	1093	26.5214	10.6625	10.9823
ENSG00000147885.4	IFNA16	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000147889.18	CDKN2A	protein_coding	895	587	509	11.1037	4.4641	4.5980
ENSG00000147894.17	C9orf72	protein_coding	1024	501	526	7.0357	2.8286	2.9134
ENSG00000147896.3	IFNK	protein_coding	1	0	1	0.0423	0.0170	0.0175
ENSG00000147905.18	ZCCHC7	protein_coding	1248	622	626	15.2015	6.1115	6.2948
ENSG00000147912.13	FBXO10	protein_coding	216	125	92	1.7271	0.6944	0.7152
ENSG00000147955.17	SIGMAR1	protein_coding	4237	2100	2138	92.9957	37.3875	38.5087
ENSG00000147996.16	CBWD5	protein_coding	427	230	242	1.6195	0.6511	0.6706
ENSG00000148019.14	CEP78	protein_coding	975	461	514	3.2737	1.3161	1.3556
ENSG00000148053.17	NTRK2	protein_coding	3366	1640	1726	7.9735	3.2056	3.3018
ENSG00000148057.16	IDNK	protein_coding	201	87	115	5.3407	2.1471	2.2115
ENSG00000148082.10	SHC3	protein_coding	566	294	272	2.7335	1.0990	1.1319
ENSG00000148090.12	AUH	protein_coding	469	222	247	9.9891	4.0160	4.1364
ENSG00000148110.16	MFSD14B	protein_coding	4576	2313	2263	53.7291	21.6010	22.2488
ENSG00000148120.17	AOPEP	protein_coding	2108	1047	1070	9.4252	3.7892	3.9029
ENSG00000148123.15	PLPPR1	protein_coding	14	10	4	0.1848	0.0743	0.0765
ENSG00000148136.5	OR13C4	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000148143.13	ZNF462	protein_coding	957	467	490	3.7839	1.5213	1.5669
ENSG00000148153.14	INIP	protein_coding	1189	603	586	13.2169	5.3136	5.4730
ENSG00000148154.10	UGCG	protein_coding	6832	3473	3359	72.1031	28.9879	29.8573
ENSG00000148156.8	ACTL7B	protein_coding	1	0	1	0.0345	0.0139	0.0143
ENSG00000148158.17	SNX30	protein_coding	1050	539	525	4.3419	1.7456	1.7979
ENSG00000148175.13	STOM	protein_coding	14836	7478	7359	223.5319	89.8675	92.5626
ENSG00000148180.21	GSN	protein_coding	26906	13762	13788	117.7019	47.3202	48.7393
ENSG00000148187.18	MRRF	protein_coding	1067	594	591	4.6605	1.8737	1.9299
ENSG00000148200.17	NR6A1	protein_coding	153	73	80	1.0350	0.4161	0.4286
ENSG00000148204.12	CRB2	protein_coding	3	71	78	0.0228	0.0092	0.0094
ENSG00000148215.4	OR5C1	protein_coding	1	1	0	0.0501	0.0201	0.0207
ENSG00000148218.16	ALAD	protein_coding	1432	749	686	13.9577	5.6115	5.7798
ENSG00000148219.17	ASTN2	protein_coding	295	168	127	1.7152	0.6896	0.7102
ENSG00000148225.16	WDR31	protein_coding	503	248	255	4.9147	1.9759	2.0351
ENSG00000148229.13	POLE3	protein_coding	3733	2043	1984	69.0167	27.7471	28.5792
ENSG00000148248.14	SURF4	protein_coding	13457	6779	6678	188.2764	75.6936	77.9637
ENSG00000148288.13	GBGT1	protein_coding	195	96	101	2.3380	0.9400	0.9681
ENSG00000148290.10	SURF1	protein_coding	1760	905	966	48.2537	19.3997	19.9814
ENSG00000148291.10	SURF2	protein_coding	673	394	389	32.4703	13.0542	13.4457
ENSG00000148296.7	SURF6	protein_coding	1759	901	860	19.2075	7.7221	7.9537
ENSG00000148297.16	MED22	protein_coding	1146	580	572	7.6345	3.0693	3.1614
ENSG00000148300.12	REXO4	protein_coding	1368	702	684	24.8440	9.9882	10.2877
ENSG00000148303.17	RPL7A	protein_coding	31311	15731	15591	674.3320	271.1047	279.2351
ENSG00000148308.18	GTF3C5	protein_coding	1954	1010	947	26.2195	10.5412	10.8573
ENSG00000148331.12	ASB6	protein_coding	1293	1142	1188	13.4836	5.4209	5.5834
ENSG00000148334.16	PTGES2	protein_coding	2250	1145	1108	17.8250	7.1663	7.3812
ENSG00000148335.15	NTMT1	protein_coding	585	769	760	9.2965	3.7375	3.8496
ENSG00000148337.21	CIZ1	protein_coding	3969	2011	2066	22.0140	8.8504	9.1158
ENSG00000148339.12	SLC25A25	protein_coding	688	466	447	6.7182	2.7009	2.7819
ENSG00000148341.18	SH3GLB2	protein_coding	1875	953	952	13.2085	5.3103	5.4695
ENSG00000148343.18	MIGA2	protein_coding	842	408	435	6.4398	2.5890	2.6667
ENSG00000148344.11	PTGES	protein_coding	2004	1004	1001	51.0791	20.5356	21.1514
ENSG00000148346.12	LCN2	protein_coding	20004	9962	10047	604.1168	242.8758	250.1596
ENSG00000148356.14	LRSAM1	protein_coding	635	319	317	3.1019	1.2471	1.2845
ENSG00000148357.16	HMCN2	protein_coding	122	63	59	0.2888	0.1161	0.1196
ENSG00000148358.20	GPR107	protein_coding	5235	2632	2603	27.6093	11.0999	11.4328
ENSG00000148362.11	PAXX	protein_coding	733	365	369	25.9206	10.4210	10.7335
ENSG00000148377.6	IDI2	protein_coding	1	87	79	0.0355	0.0143	0.0147
ENSG00000148384.14	INPP5E	protein_coding	471	239	233	3.3156	1.3330	1.3729
ENSG00000148386.9	LCN9	protein_coding	1	1	0	0.0436	0.0175	0.0181
ENSG00000148396.18	SEC16A	protein_coding	6413	3254	3168	30.9874	12.4580	12.8316
ENSG00000148399.13	DPH7	protein_coding	543	265	279	5.3141	2.1365	2.2005
ENSG00000148400.12	NOTCH1	protein_coding	2156	1099	1059	9.7675	3.9269	4.0447
ENSG00000148408.13	CACNA1B	protein_coding	26	12	14	0.1265	0.0509	0.0524
ENSG00000148411.8	NACC2	protein_coding	1463	747	716	9.7720	3.9287	4.0465
ENSG00000148426.13	PROSER2	protein_coding	1502	813	820	19.7638	7.9457	8.1840
ENSG00000148429.14	USP6NL	protein_coding	1712	846	884	5.8102	2.3359	2.4060
ENSG00000148444.16	COMMD3	protein_coding	370	192	178	6.1432	2.4698	2.5438
ENSG00000148450.13	MSRB2	protein_coding	760	357	403	18.5099	7.4416	7.6648
ENSG00000148459.16	PDSS1	protein_coding	343	212	218	8.6420	3.4744	3.5786
ENSG00000148468.17	FAM171A1	protein_coding	1072	521	551	12.3551	4.9672	5.1162
ENSG00000148481.14	MINDY3	protein_coding	1173	582	591	13.8538	5.5697	5.7367
ENSG00000148482.12	SLC39A12	protein_coding	1	0	1	0.0172	0.0069	0.0071
ENSG00000148483.9	TMEM236	protein_coding	29	14	15	0.2534	0.1019	0.1050
ENSG00000148484.18	RSU1	protein_coding	5200	2540	2660	60.7451	24.4216	25.1540
ENSG00000148488.17	ST8SIA6	protein_coding	187	93	96	1.2761	0.5130	0.5284
ENSG00000148498.16	PARD3	protein_coding	3354	1661	1693	24.8210	9.9789	10.2782
ENSG00000148513.18	ANKRD30A	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000148516.22	ZEB1	protein_coding	1337	666	695	7.4499	2.9951	3.0850
ENSG00000148541.13	FAM13C	protein_coding	215	268	272	1.5348	0.6170	0.6355
ENSG00000148572.16	NRBF2	protein_coding	1912	933	979	48.4778	19.4897	20.0742
ENSG00000148584.15	A1CF	protein_coding	1	0	2	0.0050	0.0020	0.0021
ENSG00000148600.15	CDHR1	protein_coding	122	56	66	0.7608	0.3059	0.3150
ENSG00000148602.6	LRIT1	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000148604.15	RGR	protein_coding	1	0	1	0.0098	0.0039	0.0040
ENSG00000148606.13	POLR3A	protein_coding	2447	1229	1219	13.2714	5.3355	5.4956
ENSG00000148634.16	HERC4	protein_coding	2557	1282	1275	7.8003	3.1360	3.2300
ENSG00000148655.15	LRMDA	protein_coding	227	118	113	1.7122	0.6884	0.7090
ENSG00000148660.20	CAMK2G	protein_coding	2058	1211	1193	14.6303	5.8819	6.0583
ENSG00000148671.14	ADIRF	protein_coding	0	414	427	0.0000	0.0000	0.0000
ENSG00000148672.9	GLUD1	protein_coding	9144	4727	4831	116.5954	46.8754	48.2811
ENSG00000148677.7	ANKRD1	protein_coding	66	30	36	1.7772	0.7145	0.7359
ENSG00000148680.16	HTR7	protein_coding	892	479	413	12.3829	4.9783	5.1276
ENSG00000148688.14	RPP30	protein_coding	1692	840	852	18.4591	7.4212	7.6438
ENSG00000148690.12	FRA10AC1	protein_coding	1425	710	715	8.4150	3.3831	3.4846
ENSG00000148700.15	ADD3	protein_coding	10593	5294	5464	78.0809	31.3912	32.3326
ENSG00000148702.15	HABP2	protein_coding	193	132	116	2.5626	1.0303	1.0612
ENSG00000148704.13	VAX1	protein_coding	1	0	1	0.0083	0.0033	0.0034
ENSG00000148719.15	DNAJB12	protein_coding	2994	1549	1445	25.9173	10.4196	10.7321
ENSG00000148730.7	EIF4EBP2	protein_coding	6981	3605	3377	44.9174	18.0583	18.5999
ENSG00000148734.8	NPFFR1	protein_coding	66	32	35	0.3439	0.1383	0.1424
ENSG00000148735.15	PLEKHS1	protein_coding	5298	2605	2694	45.6485	18.3523	18.9026
ENSG00000148737.17	TCF7L2	protein_coding	1991	1045	1078	14.2401	5.7250	5.8967
ENSG00000148773.14	MKI67	protein_coding	5980	2959	3021	22.4390	9.0213	9.2918
ENSG00000148795.7	CYP17A1	protein_coding	1	11	9	0.0142	0.0057	0.0059
ENSG00000148798.11	INA	protein_coding	42	19	25	0.6227	0.2503	0.2578
ENSG00000148803.12	FUOM	protein_coding	449	205	244	17.0404	6.8508	7.0563
ENSG00000148814.18	LRRC27	protein_coding	551	303	250	2.3094	0.9284	0.9563
ENSG00000148824.19	MTG1	protein_coding	86	104	130	0.7809	0.3140	0.3234
ENSG00000148826.9	NKX6-2	protein_coding	1	252	234	0.0174	0.0070	0.0072
ENSG00000148832.16	PAOX	protein_coding	14	8	7	0.2999	0.1206	0.1242
ENSG00000148834.13	GSTO1	protein_coding	5960	3035	2927	169.8790	68.2972	70.3454
ENSG00000148835.11	TAF5	protein_coding	334	292	272	4.9397	1.9859	2.0455
ENSG00000148840.11	PPRC1	protein_coding	3221	1602	1620	25.4631	10.2370	10.5441
ENSG00000148841.17	ITPRIP	protein_coding	2409	1392	1435	15.9143	6.3981	6.5900
ENSG00000148842.18	CNNM2	protein_coding	1381	3130	3035	4.0776	1.6393	1.6885
ENSG00000148843.15	PDCD11	protein_coding	5936	3013	2923	37.2926	14.9929	15.4425
ENSG00000148848.14	ADAM12	protein_coding	1961	952	1009	9.5860	3.8539	3.9695
ENSG00000148908.15	RGS10	protein_coding	1287	643	644	48.6907	19.5753	20.1624
ENSG00000148925.11	BTBD10	protein_coding	2719	1354	1365	37.5725	15.1054	15.5584
ENSG00000148926.10	ADM	protein_coding	3235	1630	1606	67.0638	26.9620	27.7706
ENSG00000148935.11	GAS2	protein_coding	37	92	85	0.4194	0.1686	0.1737
ENSG00000148942.15	SLC5A12	protein_coding	15	10	5	0.0955	0.0384	0.0395
ENSG00000148943.12	LIN7C	protein_coding	2874	1492	1382	28.6088	11.5017	11.8466
ENSG00000148948.8	LRRC4C	protein_coding	72	31	41	0.6479	0.2605	0.2683
ENSG00000148950.11	IMMP1L	protein_coding	133	181	182	1.6433	0.6607	0.6805
